Cell	Ref1.1	Ref1.10	Ref1.11	Ref1.12	Ref1.13	Ref1.14	Ref1.15	Ref1.16	Ref1.17	Ref1.18	Ref1.19	Ref1.2	Ref1.20	Ref1.21	Ref1.22	Ref1.23	Ref1.24	Ref1.25	Ref1.26	Ref1.27	Ref1.28	Ref1.29	Ref1.3	Ref1.30	Ref1.31	Ref1.32	Ref1.33	Ref1.34	Ref1.35	Ref1.4	Ref1.5	Ref1.6	Ref1.7	Ref1.8	Ref1.9	Ref2.1	Ref2.10	Ref2.11	Ref2.12	Ref2.13	Ref2.14	Ref2.15	Ref2.17	Ref2.18	Ref2.19	Ref2.2	Ref2.20	Ref2.22	Ref2.23	Ref2.24	Ref2.25	Ref2.3	Ref2.4	Ref2.9	Ref2.T0	Ref2.T1	Ref2.T10	Ref2.T11	Ref2.T12	Ref2.T13	Ref2.T14	Ref2.T15	Ref2.T2	Ref2.T3	Ref2.T4	Ref2.T5	Ref2.T7	Ref2.T8	Ref2.T9	Ref3.10	Ref3.16	Ref3.18	Ref3.19	Ref3.2	Ref3.4	Ref3.7	Ref3.8	Ref3.9	Ref4.1	Ref4.10	Ref4.11	Ref4.12	Ref4.13	Ref4.14	Ref4.15	Ref4.16	Ref4.17	Ref4.18	Ref4.19	Ref4.2	Ref4.3	Ref4.4	Ref4.5	Ref4.6	Ref4.7	Ref4.8	Ref4.9	Ref5.tB	Ref5.tDC1	Ref5.tDC2	Ref5.tDC3	Ref5.tMac1	Ref5.tMac2	Ref5.tMac3	Ref5.tMac4	Ref5.tMac5	Ref5.tMac6	Ref5.tMac7	Ref5.tMac8	Ref5.tMac9	Ref5.tMacCycl	Ref5.tMast1	Ref5.tMast2	Ref5.tMono1	Ref5.tMono2	Ref5.tMono3	Ref5.tMonoDC	Ref5.tN1	Ref5.tN2	Ref5.tN3	Ref5.tN4	Ref5.tN5	Ref5.tNK1	Ref5.tNK2	Ref5.tPC1	Ref5.tPC2	Ref5.tPC3	Ref5.tPC4	Ref5.tPC5	Ref5.tPC6	Ref5.tpDC	Ref5.tRBC	Ref5.tT1	Ref5.tT2	Ref5.tT3	Ref5.tT4	Ref5.tT5	Ref5.tT6	Ref5.tT7	Ref6.CD4..CXCL13.	Ref6.CD4..FOXP3.	Ref6.CD4..IL7R.	Ref6.CD4..RGCC.	Ref6.CD4..TRM	Ref6.CD8..mitotic.TRM	Ref6.CD8..TEM	Ref6.CD8..TRM	Ref6.CD8..γδ	Ref7.CD4.C1.CCR7	Ref7.CD4.C2.ANXA1	Ref7.CD4.C3.GNLY	Ref7.CD4.C4.CD69	Ref7.CD4.C5.EOMES	Ref7.CD4.C6.GZMA	Ref7.CD4.C7.CXCL13	Ref7.CD4.C8.FOXP3	Ref7.CD4.C9.CTLA4	Ref7.CD4.iNKT	Ref7.CD4.MAIT	Ref7.CD8.C1.LEF1	Ref7.CD8.C2.CD28	Ref7.CD8.C3.CX3CR1	Ref7.CD8.C4.GZMK	Ref7.CD8.C5.ZNF683	Ref7.CD8.C6.LAYN	Ref7.CD8.C7.SLC4A10	Ref7.DN.diverse	Ref7.DN.MAIT	Ref7.DP.diverse	Ref7.other.diverse	Ref7.other.MAIT
HSC3_10	0	0.056	0.068	0.14	0.042	0.038	0.094	0.164	0.076	0.018	0.006	0	0.002	0.006	0.002	0	0.002	0.004	0.038	0.01	0.042	0.008	0.02	0	0	0	0.032	0	0	0.012	0.004	0	0.006	0.056	0.054	0.01	0.014	0.024	0.028	0.052	0.032	0.006	0.03	0.026	0.01	0.03	0.04	0.018	0.012	0	0.084	0.014	0.024	0.024	0.098	0.058	0.016	0.006	0.014	0	0.022	0.026	0.006	0.002	0.124	0.012	0.042	0.058	0.038	0.25	0.06	0.1	0.054	0.066	0.278	0.172	0.006	0.014	0.032	0.006	0.01	0.392	0.216	0.02	0.004	0.02	0.004	0.012	0.008	0.008	0	0.016	0.048	0.092	0.02	0.082	0.01	0.092	0.02	0.012	0.016	0.064	0.024	0.008	0.002	0	0	0.012	0.006	0	0.036	0.062	0.012	0.026	0.014	0.02	0.058	0.002	0	0	0	0.002	0.024	0.02	0.024	0.008	0.082	0.026	0.01	0.026	0.054	0	0.026	0.034	0.046	0.044	0.01	0.028	0.05	0.326	0.16	0.164	0.022	0.098	0.012	0.048	0.064	0.106	0.026	0.096	0.018	0.144	0.008	0.036	0.04	0.118	0.048	0.002	0.006	0.032	0.02	0.028	0.024	0.024	0.014	0.01	0.178	0	0.004	0.11	0.014
HSC3_12	0	0.17	0.204	0.16	0.028	0.016	0.06	0.098	0.078	0.012	0	0.004	0	0.008	0.01	0	0.006	0	0.008	0.008	0.012	0.004	0.016	0.002	0	0.002	0	0.002	0.004	0.006	0.002	0.002	0.004	0.026	0.048	0.016	0.002	0.03	0.018	0.054	0.022	0.004	0.012	0.006	0.004	0.02	0.034	0.014	0.006	0	0.13	0.006	0.014	0.01	0.096	0.104	0.018	0.004	0.012	0.002	0.008	0.012	0.016	0.004	0.154	0.012	0.044	0.054	0.058	0.08	0.1	0.056	0	0.094	0.424	0.198	0.026	0.022	0.028	0.004	0.002	0.62	0.082	0.002	0.006	0.006	0.008	0.01	0.008	0.002	0	0.014	0.044	0.088	0.008	0.058	0.01	0.202	0.026	0.014	0.016	0.048	0.014	0.014	0.004	0	0.004	0.004	0.004	0.004	0.022	0.024	0.008	0.006	0.022	0.012	0.074	0	0	0	0.002	0.002	0.024	0.014	0.008	0.01	0.044	0.024	0.008	0.018	0.066	0	0.032	0.044	0.056	0.05	0.006	0.036	0.034	0.322	0.172	0.214	0.034	0.096	0.006	0.038	0.01	0.108	0.04	0.078	0.006	0.126	0.008	0.046	0.034	0.12	0.056	0	0.008	0.036	0.016	0.018	0.02	0.022	0.012	0.012	0.24	0	0.002	0.094	0.006
HSC3_13	0.002	0.084	0.134	0.212	0.05	0.02	0.042	0.04	0.05	0.012	0.002	0.008	0.002	0.018	0.012	0	0.006	0.002	0.008	0.004	0.012	0.002	0.05	0	0.002	0.002	0	0.01	0.002	0.02	0.008	0.002	0.012	0.06	0.11	0.024	0.014	0.038	0.03	0.05	0.042	0.002	0.026	0.01	0.006	0.018	0.028	0.018	0.004	0.002	0.188	0.012	0.042	0.016	0.064	0.07	0.01	0.006	0.012	0	0.018	0.022	0.012	0.004	0.106	0	0.042	0.038	0.026	0.122	0.166	0.08	0.136	0.076	0.296	0.102	0.01	0.012	0.048	0.002	0.012	0.49	0.078	0.012	0.006	0.026	0.01	0.01	0.012	0.004	0	0.048	0.07	0.09	0.016	0.058	0.008	0.228	0.036	0.038	0.02	0.054	0.026	0.01	0.012	0.006	0.006	0.036	0.016	0.008	0.038	0.02	0.004	0.01	0.016	0.004	0.1	0	0	0	0	0	0.012	0.01	0.01	0.004	0.028	0.014	0.008	0.006	0.09	0	0.032	0.016	0.014	0.012	0.008	0.026	0.022	0.362	0.182	0.178	0.018	0.092	0.008	0.046	0.012	0.102	0.028	0.098	0.01	0.098	0.012	0.044	0.036	0.148	0.08	0	0.004	0.05	0.018	0.006	0.008	0.018	0.01	0	0.226	0	0.014	0.084	0.008
HSC3_14	0.004	0.118	0.126	0.148	0.034	0.018	0.068	0.074	0.092	0.006	0	0.002	0	0.008	0.006	0	0.002	0.016	0.04	0.004	0.016	0.002	0.03	0	0	0.002	0.016	0.004	0.002	0.014	0.002	0	0.01	0.05	0.086	0.018	0.006	0.022	0.026	0.032	0.026	0.006	0.018	0.008	0.004	0.016	0.028	0.02	0.002	0.002	0.176	0.006	0.022	0.01	0.074	0.076	0.008	0.01	0.002	0.004	0.166	0.014	0.014	0.002	0.074	0.016	0.018	0.048	0.026	0.24	0.074	0.088	0.158	0.088	0.172	0.146	0.018	0.016	0.046	0.002	0.01	0.48	0.108	0.018	0.008	0.012	0.006	0.018	0.004	0.002	0	0.018	0.062	0.1	0.018	0.082	0.006	0.114	0.022	0.01	0.012	0.052	0.016	0.014	0.012	0.002	0.004	0.012	0.006	0.002	0.022	0.05	0.01	0.01	0.008	0.008	0.042	0.002	0	0	0	0	0.024	0.024	0.014	0.024	0.042	0.018	0.006	0.02	0.07	0	0.026	0.068	0.076	0.058	0.016	0.046	0.038	0.356	0.166	0.13	0.062	0.086	0.024	0.044	0.056	0.076	0.046	0.066	0.014	0.152	0.016	0.04	0.052	0.088	0.072	0.002	0.01	0.042	0.024	0.022	0.024	0.014	0.008	0.014	0.164	0.002	0.016	0.096	0.016
CMP_4	0.004	0.02	0.018	0.1	0.118	0	0.018	0.04	0.03	0.032	0.004	0.002	0.002	0.004	0.02	0	0	0	0.004	0.028	0.224	0.14	0.004	0.032	0.006	0.002	0	0.024	0.002	0.008	0.01	0	0.014	0.068	0.022	0.006	0.042	0.022	0.014	0.032	0.152	0.024	0.014	0.102	0.016	0.146	0.014	0.002	0	0.004	0.008	0.12	0.016	0.048	0.032	0.04	0.002	0.002	0.004	0	0.006	0.01	0.012	0.002	0.052	0.004	0.012	0.012	0.028	0.254	0.004	0.05	0	0.018	0.562	0.1	0.008	0.004	0.028	0	0	0.198	0.12	0	0.004	0.228	0.002	0.012	0.022	0.034	0.008	0.03	0.046	0.112	0.014	0.082	0.06	0.088	0.03	0.028	0.01	0.062	0.034	0.016	0.002	0	0.01	0.01	0.008	0.006	0.032	0.132	0.052	0.034	0.038	0.014	0.118	0.004	0	0	0	0	0.026	0.01	0.004	0.008	0.03	0.012	0.004	0.006	0.066	0	0.02	0.022	0.02	0.016	0.004	0.014	0.01	0.252	0.148	0.226	0.048	0.098	0.012	0.086	0.036	0.094	0.032	0.078	0.004	0.142	0.008	0.068	0.032	0.09	0.076	0	0.004	0.04	0.014	0.006	0.012	0.034	0.012	0.006	0.234	0	0.002	0.1	0.006
CMP_5	0.002	0.022	0.02	0.088	0.114	0.004	0.014	0.024	0.026	0.032	0.004	0.004	0.004	0.008	0.014	0	0	0.002	0.006	0.052	0.326	0.07	0.002	0.012	0.014	0.002	0	0.052	0.004	0.008	0	0	0.006	0.048	0.016	0.018	0.06	0.016	0.022	0.03	0.232	0.018	0.012	0.042	0.006	0.082	0.016	0.004	0	0	0.028	0.11	0.042	0.04	0.028	0.038	0.002	0	0.002	0	0.018	0.004	0.01	0.006	0.038	0.01	0.022	0.014	0.03	0.102	0.014	0.098	0.066	0.018	0.588	0.088	0.01	0.016	0.022	0.002	0.004	0.24	0.118	0	0.006	0.192	0.002	0.016	0.012	0.024	0.022	0.01	0.048	0.076	0.006	0.078	0.122	0.094	0.026	0.042	0.012	0.054	0.03	0.014	0.008	0.004	0.006	0.012	0.016	0.006	0.046	0.13	0.04	0.042	0.034	0.014	0.152	0.004	0	0.004	0	0	0.016	0.004	0	0	0.014	0.006	0.002	0.002	0.058	0	0.018	0.028	0.034	0.006	0.004	0.008	0.01	0.276	0.128	0.208	0.056	0.13	0.01	0.08	0.026	0.086	0.022	0.068	0.026	0.114	0.022	0.108	0.04	0.084	0.062	0	0.004	0.028	0.01	0.02	0.036	0.056	0.016	0.014	0.172	0	0.004	0.092	0.002
CMP_6	0.01	0.064	0.026	0.072	0.084	0.02	0.054	0.116	0.092	0.03	0.006	0.006	0.02	0.044	0.018	0	0.016	0.012	0.038	0.01	0.04	0.018	0.028	0.004	0.002	0.006	0	0.02	0.028	0.014	0.008	0.004	0.012	0.018	0.06	0.03	0.02	0.008	0.026	0.06	0.052	0.014	0.064	0.028	0.012	0.038	0.116	0.006	0.012	0	0.1	0.016	0.038	0.026	0.058	0.032	0.012	0.016	0.006	0.01	0.006	0.04	0.016	0.006	0.042	0.006	0.022	0.042	0.02	0.034	0.008	0.146	0.04	0.122	0.212	0.35	0.056	0.032	0.054	0.03	0.04	0.118	0.394	0.02	0.01	0.102	0.016	0.024	0.03	0.014	0.026	0.008	0.026	0.034	0.028	0.01	0.016	0.012	0.01	0.008	0.014	0.03	0.01	0.01	0.006	0.004	0.006	0.004	0.016	0.002	0.028	0.046	0.028	0.004	0.024	0.014	0.036	0.01	0	0	0.002	0.008	0.038	0.032	0.06	0.014	0.066	0.046	0.024	0.066	0.016	0.02	0.062	0.032	0.078	0.034	0.006	0.028	0.046	0.218	0.136	0.242	0.036	0.072	0.002	0.114	0.016	0.164	0.058	0.074	0.016	0.12	0.014	0.076	0.042	0.066	0.064	0	0	0.05	0.024	0.026	0.016	0.034	0.01	0.008	0.21	0	0.002	0.09	0
CMP_7	0.012	0.034	0.01	0.012	0.032	0.01	0.01	0.022	0.024	0.016	0.022	0	0.046	0.508	0.092	0	0.006	0.008	0.004	0.006	0.018	0.008	0.016	0.008	0.006	0.008	0	0.012	0.018	0.004	0.002	0.006	0.006	0.004	0.01	0.01	0.008	0.004	0.006	0.024	0.004	0.002	0.014	0.012	0	0.006	0.006	0.004	0.002	0.006	0	0.008	0.006	0.004	0.098	0.082	0.01	0.012	0.014	0.018	0.258	0.066	0.01	0.014	0.108	0.022	0.042	0.078	0.042	0.03	0.018	0.074	0.024	0.418	0.13	0.142	0.1	0.064	0.014	0	0.006	0.014	0.022	0.014	0.008	0.008	0.01	0.006	0.006	0.006	0.004	0.014	0.226	0.39	0.078	0.172	0.002	0.038	0.006	0	0	0.02	0.008	0.006	0.002	0	0	0.004	0.004	0	0.002	0.024	0.006	0.01	0.014	0.01	0.024	0	0.002	0	0	0.004	0.056	0.03	0.024	0.006	0.018	0.014	0.002	0.006	0.008	0	0.09	0.116	0.256	0.08	0.024	0.058	0.028	0.12	0.086	0.186	0.024	0.238	0.016	0.124	0.082	0.124	0.07	0.036	0.006	0.142	0.044	0.072	0.062	0.032	0.022	0	0.014	0.064	0.03	0.014	0.04	0.062	0.024	0.02	0.108	0.002	0	0.134	0.002
MEP_1	0	0.046	0.078	0.174	0.04	0.022	0.116	0.186	0.146	0.02	0.002	0	0.004	0.014	0.004	0	0.004	0	0.016	0.002	0.008	0.002	0.016	0.002	0	0	0	0.004	0.004	0.006	0.016	0.004	0.002	0.016	0.046	0.024	0.004	0.016	0.02	0.06	0.02	0.008	0.042	0.006	0.01	0.02	0.044	0.002	0.01	0.004	0.086	0.01	0.014	0.012	0.098	0.068	0.01	0.002	0.01	0.002	0.012	0.022	0.028	0.006	0.152	0.018	0.036	0.068	0.056	0.056	0.04	0.168	0.018	0.068	0.158	0.472	0.004	0.016	0.022	0.008	0.01	0.394	0.362	0.002	0.006	0.026	0.002	0.01	0.004	0	0	0.014	0.01	0.072	0.006	0.046	0.006	0.054	0.016	0.002	0.01	0.028	0.01	0.014	0.004	0.004	0	0.004	0	0	0.022	0.082	0.014	0.006	0.012	0.006	0.022	0	0	0	0.004	0	0.036	0.03	0.054	0.02	0.096	0.032	0.018	0.034	0.026	0.002	0.046	0.05	0.086	0.052	0.014	0.056	0.034	0.374	0.136	0.176	0.022	0.094	0.016	0.074	0.012	0.096	0.076	0.1	0.008	0.098	0.014	0.044	0.042	0.11	0.052	0	0.008	0.054	0.012	0.016	0.006	0.026	0.012	0.008	0.214	0	0.006	0.094	0
MEP_2	0	0.042	0.028	0.128	0.032	0.034	0.096	0.176	0.246	0.008	0	0.002	0.006	0.006	0.004	0	0	0.016	0.114	0	0.008	0.002	0.008	0	0	0.004	0.002	0.002	0	0.008	0	0	0	0.006	0.022	0.028	0.02	0.008	0.04	0.038	0.024	0.004	0.024	0.014	0.002	0.01	0.05	0.002	0.002	0.002	0.3	0.01	0.01	0.016	0.062	0.022	0.006	0.008	0.01	0.004	0.004	0.048	0.01	0.01	0.078	0.018	0.036	0.058	0.022	0.042	0.016	0.264	0.182	0.04	0.178	0.246	0.02	0.012	0.02	0.01	0.018	0.286	0.594	0.006	0	0.016	0	0.01	0.002	0.006	0.002	0.002	0.004	0.012	0.002	0.004	0.006	0.026	0.008	0.002	0.006	0.026	0.012	0.012	0.002	0	0.002	0.006	0.002	0	0.006	0.172	0.028	0.008	0.016	0.01	0.032	0	0	0	0.008	0.002	0.014	0.026	0.086	0.014	0.09	0.046	0.02	0.058	0.016	0.002	0.04	0.034	0.04	0.038	0.014	0.028	0.048	0.408	0.136	0.154	0.01	0.07	0.014	0.066	0.014	0.128	0.074	0.074	0.014	0.124	0.022	0.04	0.048	0.086	0.056	0	0.002	0.056	0.008	0.02	0.002	0.038	0.012	0.004	0.198	0	0.002	0.118	0.002
MEP_3	0.002	0.024	0.034	0.252	0.066	0.022	0.072	0.182	0.15	0.016	0.004	0	0	0.004	0.002	0	0	0.008	0.052	0.006	0.016	0.002	0.026	0	0	0	0	0.004	0.004	0.006	0.004	0	0.002	0.016	0.024	0.02	0.016	0.012	0.034	0.038	0.016	0.008	0.032	0.004	0.01	0.022	0.058	0.008	0.006	0.002	0.204	0.012	0.01	0.018	0.092	0.068	0.014	0	0.004	0.002	0.01	0.042	0.016	0.012	0.078	0.02	0.036	0.058	0.018	0.026	0.014	0.246	0.202	0.038	0.15	0.29	0.02	0.014	0.014	0.008	0.01	0.28	0.604	0.006	0.002	0.016	0.002	0.014	0.006	0	0	0.002	0.008	0.01	0.004	0.01	0.004	0.028	0.004	0.004	0.008	0.028	0.006	0.002	0.002	0.008	0	0.012	0.004	0	0.014	0.14	0.024	0.006	0.012	0.01	0.026	0	0	0	0.006	0.004	0.036	0.026	0.056	0.036	0.106	0.078	0.016	0.036	0.014	0	0.034	0.026	0.068	0.048	0.016	0.018	0.038	0.362	0.154	0.16	0.02	0.072	0.012	0.068	0.018	0.134	0.104	0.112	0.018	0.136	0.008	0.032	0.04	0.068	0.046	0	0	0.054	0.014	0.016	0.008	0.024	0.008	0.002	0.224	0	0	0.086	0
MEP_4	0	0.054	0.06	0.21	0.12	0.01	0.072	0.114	0.114	0.062	0	0	0.002	0.004	0.006	0	0.002	0.004	0.022	0.004	0.026	0.002	0.012	0.002	0	0	0	0	0	0.012	0.016	0.002	0.004	0.03	0.034	0.014	0	0.026	0.012	0.032	0.012	0.004	0.018	0.004	0.008	0.022	0.01	0.016	0.006	0	0.192	0.012	0.008	0.002	0.056	0.24	0.004	0.002	0.002	0.002	0.024	0.002	0.018	0.004	0.112	0.014	0.03	0.034	0.058	0.072	0.024	0.116	0.006	0.074	0.306	0.362	0.018	0.022	0.008	0	0.004	0.466	0.248	0	0.002	0.07	0.002	0.002	0	0.002	0	0.004	0.022	0.098	0	0.072	0	0.234	0.028	0.014	0.008	0.034	0.006	0.004	0.008	0	0.006	0.004	0.004	0.006	0.004	0.112	0.006	0.008	0.02	0.004	0.036	0	0	0	0.002	0.002	0.012	0.004	0.012	0.022	0.04	0.014	0.008	0.002	0.04	0	0.03	0.14	0.05	0.02	0.018	0.02	0.018	0.244	0.108	0.264	0.064	0.126	0.01	0.08	0.01	0.094	0.064	0.106	0.01	0.118	0.02	0.03	0.036	0.08	0.066	0	0.002	0.058	0.01	0.016	0.016	0.03	0.01	0.004	0.246	0	0.01	0.058	0.01
MEP_5	0.002	0.074	0.09	0.144	0.088	0.004	0.042	0.184	0.21	0.028	0	0.002	0.002	0.012	0.002	0	0.002	0.006	0.046	0.002	0.008	0.004	0.012	0	0	0	0	0	0	0.008	0.004	0	0.004	0.008	0.012	0.004	0.004	0.03	0.012	0.028	0.018	0.006	0.03	0.004	0	0.03	0.02	0.014	0.002	0	0.12	0.012	0.004	0.008	0.064	0.262	0.006	0	0.008	0	0.016	0.008	0.018	0.002	0.136	0.006	0.024	0.032	0.072	0.028	0.018	0.126	0.08	0.086	0.138	0.484	0.032	0.008	0.014	0.004	0.008	0.212	0.504	0.002	0	0.048	0.002	0.002	0.002	0	0	0.008	0.028	0.082	0.012	0.07	0.002	0.114	0.006	0.004	0.01	0.006	0.008	0.002	0.002	0	0	0.004	0	0	0	0.142	0.018	0.006	0.006	0.008	0.024	0	0	0	0.002	0.004	0.026	0.006	0.014	0.04	0.044	0.014	0.016	0.01	0.014	0	0.04	0.224	0.088	0.04	0.014	0.024	0.02	0.232	0.08	0.34	0.042	0.096	0.01	0.09	0.01	0.1	0.08	0.096	0.006	0.116	0.022	0.032	0.036	0.06	0.05	0	0.002	0.076	0.032	0.004	0.012	0.022	0.008	0.01	0.234	0	0.008	0.09	0.004
MEP_6	0.002	0.022	0.028	0.226	0.062	0.012	0.056	0.126	0.06	0.016	0	0.014	0	0.006	0	0	0.014	0.002	0.024	0.004	0.008	0.002	0.126	0.002	0	0	0	0	0.002	0.044	0.01	0.002	0	0.014	0.116	0.022	0.008	0.012	0.028	0.052	0.02	0.004	0.06	0.008	0.006	0.018	0.092	0.014	0.012	0	0.234	0.016	0.018	0.022	0.05	0.042	0.014	0.008	0.006	0	0.012	0.048	0.014	0.002	0.052	0.012	0.016	0.054	0.024	0.022	0.014	0.174	0.244	0.06	0.15	0.3	0.028	0.008	0.048	0.008	0.018	0.26	0.568	0.002	0.002	0.03	0.016	0.006	0.006	0.004	0	0	0.004	0.014	0.002	0.008	0.004	0.024	0.006	0.006	0.006	0.02	0.006	0.004	0	0.002	0	0.002	0	0	0.006	0.122	0.026	0.008	0.01	0.008	0.016	0	0	0	0.004	0	0.032	0.04	0.05	0.036	0.154	0.08	0.02	0.036	0.018	0	0.044	0.03	0.064	0.036	0.006	0.038	0.04	0.274	0.114	0.216	0.012	0.086	0.028	0.096	0.02	0.154	0.056	0.094	0.028	0.09	0.024	0.072	0.044	0.078	0.054	0	0.002	0.054	0.02	0.016	0.012	0.028	0.016	0.002	0.204	0	0.004	0.098	0.004
MEP_7	0	0.026	0.026	0.09	0.09	0.02	0.044	0.162	0.138	0.016	0.002	0	0.002	0.01	0.004	0	0.002	0.008	0.05	0.02	0.14	0.036	0.006	0.008	0.006	0.002	0	0.006	0.01	0.012	0.01	0.002	0.004	0.034	0.014	0.01	0.054	0.022	0.01	0.048	0.082	0.018	0.036	0.086	0.012	0.074	0.032	0.004	0.004	0.002	0.074	0.074	0.042	0.058	0.044	0.042	0.008	0.004	0	0.004	0.012	0.024	0.012	0.004	0.038	0.006	0.014	0.024	0.022	0.122	0.006	0.104	0.086	0.012	0.592	0.068	0.004	0.006	0.03	0.006	0.01	0.23	0.518	0	0.002	0.082	0.002	0.004	0.008	0.014	0.01	0.002	0.022	0.014	0.004	0.016	0.026	0.04	0.024	0.024	0.016	0.054	0.034	0.008	0.006	0.004	0.006	0.016	0.004	0.006	0.038	0.066	0.018	0.042	0.064	0.022	0.102	0.002	0	0	0.004	0.002	0.018	0.022	0.016	0.018	0.03	0.026	0.008	0.024	0.036	0	0.022	0.032	0.07	0.032	0.006	0.018	0.02	0.336	0.144	0.22	0.016	0.098	0.006	0.086	0.014	0.08	0.04	0.08	0.018	0.096	0.014	0.082	0.036	0.122	0.05	0	0.006	0.042	0.012	0.02	0.012	0.016	0.01	0.006	0.22	0	0.008	0.106	0.004
MEP_8	0.004	0.038	0.04	0.116	0.042	0.026	0.1	0.318	0.128	0.026	0	0	0.002	0.006	0	0	0.004	0.006	0.022	0.004	0.008	0.004	0.008	0.002	0	0	0	0	0.01	0.014	0.024	0.002	0.004	0.018	0.024	0.02	0.012	0.022	0.016	0.04	0.032	0.01	0.052	0.004	0.008	0.018	0.064	0.01	0.008	0	0.25	0.014	0.014	0.024	0.048	0.088	0.008	0.004	0.008	0	0.008	0.02	0.01	0.004	0.092	0.004	0.022	0.032	0.034	0.052	0.018	0.266	0.028	0.054	0.2	0.356	0.012	0.014	0.028	0.008	0.004	0.25	0.612	0	0	0.02	0.01	0.004	0.004	0	0	0.002	0.012	0.014	0.002	0.024	0.006	0.078	0.01	0.004	0.004	0.03	0.01	0.004	0	0.002	0.004	0.004	0.006	0	0.012	0.124	0.01	0.012	0.014	0.006	0.028	0	0	0	0.004	0.002	0.032	0.018	0.04	0.026	0.064	0.036	0.008	0.014	0.04	0	0.056	0.066	0.072	0.032	0.012	0.056	0.06	0.386	0.12	0.186	0.022	0.088	0.012	0.084	0.01	0.092	0.05	0.098	0.016	0.106	0.022	0.056	0.054	0.072	0.054	0	0.004	0.048	0.022	0.016	0.024	0.022	0.014	0.006	0.186	0.002	0.008	0.112	0.008
MEP_9	0	0.052	0.034	0.194	0.094	0.018	0.082	0.14	0.164	0.032	0.008	0	0.002	0.002	0.004	0.002	0.004	0.004	0.032	0.002	0.024	0.014	0.008	0.002	0	0	0	0	0.004	0.008	0.006	0.008	0.006	0.022	0.028	0.028	0.012	0.01	0.044	0.04	0.04	0.008	0.068	0.014	0.01	0.022	0.09	0.01	0.014	0	0.188	0.014	0.026	0.02	0.05	0.044	0.006	0.016	0.01	0	0.006	0.056	0.014	0.004	0.05	0.012	0.014	0.05	0.01	0.14	0.018	0.208	0.008	0.07	0.252	0.272	0.02	0.012	0.028	0.036	0.012	0.272	0.548	0	0.002	0.036	0.01	0.008	0.006	0.002	0	0.002	0.006	0.008	0.002	0.006	0.016	0.056	0.006	0.008	0.008	0.028	0.006	0.008	0.002	0	0	0.002	0.002	0	0.014	0.09	0.028	0.008	0.012	0.008	0.03	0	0	0	0.006	0	0.02	0.032	0.05	0.034	0.11	0.062	0.016	0.036	0.028	0	0.036	0.042	0.064	0.034	0.014	0.054	0.046	0.308	0.146	0.194	0.022	0.116	0.008	0.068	0.01	0.128	0.048	0.088	0.008	0.096	0.01	0.066	0.048	0.096	0.072	0	0.002	0.05	0.028	0.016	0.006	0.024	0.006	0.002	0.208	0	0.008	0.11	0.008
ERY1_3	0	0.018	0.016	0.038	0.018	0.076	0.14	0.25	0.284	0.032	0	0	0	0.004	0	0	0.006	0.008	0.06	0.002	0.008	0.006	0.002	0	0.002	0	0	0.002	0	0	0.002	0.014	0.002	0.004	0.006	0.012	0.002	0.03	0.014	0.028	0.022	0.004	0.03	0.004	0.004	0.018	0.024	0.008	0.002	0	0.15	0.012	0.014	0.01	0.068	0.23	0.002	0.002	0.002	0.002	0.014	0.01	0.016	0	0.126	0.01	0.026	0.036	0.068	0.112	0.008	0.318	0.032	0.052	0.114	0.348	0.014	0.002	0.004	0.002	0.002	0.196	0.56	0.002	0	0.026	0	0	0.002	0	0	0.01	0.024	0.094	0.004	0.068	0.006	0.096	0.008	0.012	0.016	0.014	0.004	0.004	0.006	0.008	0.002	0.004	0	0	0.008	0.118	0.018	0.008	0.014	0.004	0.034	0	0	0	0	0.002	0.034	0.038	0.024	0.022	0.046	0.026	0.008	0.018	0.016	0	0.04	0.148	0.074	0.046	0.022	0.022	0.036	0.28	0.144	0.192	0.034	0.078	0.094	0.08	0.026	0.072	0.08	0.1	0.014	0.062	0.016	0.032	0.036	0.108	0.056	0	0.002	0.058	0.018	0.018	0.008	0.028	0.014	0.006	0.254	0	0.012	0.07	0.008
